Calendar Year,ACARA SML ID,AGE ID,School Name,Suburb,State,Postcode,School Sector,School Type,Campus Type,Rolled Reporting Description,School URL,Governing Body,Governing Body URL,Year Range,Geolocation,ICSEA,ICSEA Percentile,Bottom SEA Quarter (%),Lower Middle SEA Quarter (%),Upper Middle SEA Quarter (%),Top SEA Quarter (%),Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English (%)
2019,49521,6970,Warradale Primary School,Warradale,SA,5046,Government,Primary,School Single Entity,Individual Reporting,http://www.warradalps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1038,64,19,27,30,24,24,20.6,15,9.8,377,192,185,377,5,22
2019,49522,6917,Fulham Gardens Primary School,Henley Beach,SA,5022,Government,Primary,School Single Entity,Individual Reporting,http://www.fulhmgdnps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,1021,56,25,26,29,20,11,9.4,14,8.1,153,66,87,153,5,31
2019,49523,7077,Para Hills School P-7,Para Hills,SA,5096,Government,Primary,School Single Entity,Individual Reporting,http://www.parahillr7.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,970,31,46,30,17,7,19,16.4,16,11.4,258,124,134,258,5,39
2019,49524,7287,Naracoorte South Primary School,Naracoorte,SA,5271,Government,Primary,School Single Entity,Individual Reporting,http://www.narsouthps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,971,32,45,28,19,8,18,14.9,17,9.2,248,116,132,248,3,23
2019,49525,7479,Hincks Avenue Primary School,Whyalla Norrie,SA,5608,Government,Primary,School Single Entity,Individual Reporting,http://www.hincksps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Outer Regional,836,3,74,20,6,1,10,9.4,19,13.1,155,76,79,155,43,10
2019,49526,6065,Seaton High School,Seaton,SA,5023,Government,Secondary,School Single Entity,Individual Reporting,http://www.seatonhs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, 8-12",Major Cities,990,41,34,34,22,10,65,61.7,31,24,881,409,472,873.1,7,20
2019,49527,7113,Elizabeth East Primary School,Elizabeth East,SA,5112,Government,Primary,School Single Entity,Individual Reporting,http://www.elizeastr7.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,883,6,77,18,4,1,23,21.5,32,20.8,258,107,151,258,13,24
2019,49529,7122,Elizabeth Downs Primary School,Elizabeth Downs,SA,5113,Government,Primary,School Single Entity,Individual Reporting,http://www.elizdownc7.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,874,5,78,16,5,2,30,25.8,31,19.9,347,164,183,347,13,46
2019,49530,7146,Elizabeth Park Primary School,Elizabeth Park,SA,5113,Government,Primary,School Single Entity,Individual Reporting,http://www.elizparkc7.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,874,5,65,25,9,1,33,28.3,34,22.4,357,165,192,357,13,28
2019,49531,7119,Elizabeth Vale Primary School,Elizabeth Vale,SA,5112,Government,Primary,School Single Entity,Individual Reporting,http://www.elizvale.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,885,6,74,17,7,2,44,40.4,40,28.1,425,206,219,425,13,57
2019,49532,7263,Murray Bridge South Primary School,Murray Bridge,SA,5253,Government,Primary,School Single Entity,Individual Reporting,http://www.mbsouthps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Inner Regional,872,5,69,21,9,1,23,21.2,17,13.1,303,149,154,303,27,19
2019,49534,6993,Clapham Primary School,Clapham,SA,5062,Government,Primary,School Single Entity,Individual Reporting,http://www.claphamps.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,1066,75,11,25,29,34,19,17.2,8,6.4,263,127,136,263,5,22
2019,49535,7141,Mount Gambier North Primary School,Mount Gambier,SA,5290,Government,Primary,School Single Entity,Individual Reporting,http://www.mtgnorthps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Inner Regional,908,10,67,22,8,2,33,29.3,40,24.4,277,132,145,277,11,29
2019,49536,7300,Kangaroo Inn Area School,Kangaroo Inn,SA,5280,Government,Combined,School Single Entity,Individual Reporting,http://www.kangainnas.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Outer Regional,1016,53,25,32,29,15,14,11.6,9,5.4,95,37,58,94.4,2,0
2019,49538,16511,Riverland Special School,Berri,SA,5343,Government,Special,School Single Entity,Individual Reporting,http://www.riverlansp.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,U,Outer Regional,930,,46,31,18,5,14,12,20,14.6,65,21,44,65,20,3
2019,49539,7063,Modbury High School,Modbury,SA,5092,Government,Secondary,School Single Entity,Individual Reporting,http://www.modburyhs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,8-12,Major Cities,1005,48,27,36,27,9,67,59.3,22,16,774,310,464,770.5,3,15
2019,49540,6061,Underdale High School,Underdale,SA,5032,Government,Secondary,School Single Entity,Individual Reporting,http://www.underdale.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,8-12,Major Cities,991,42,35,32,24,9,44,40.4,18,14.6,511,221,290,511,3,49
2019,49541,7035,Vale Park Primary School,Vale Park,SA,5081,Government,Primary,School Single Entity,Individual Reporting,http://www.valeparkps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1080,80,6,22,37,34,32,28.2,12,7.7,508,254,254,508,3,44
2019,49542,7478,Fisk Street Primary School,Whyalla Norrie,SA,5608,Government,Primary,School Single Entity,Individual Reporting,http://www.fiskstps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,860,4,70,20,8,2,9,8.8,12,8.3,89,45,44,89,38,3
2019,49543,17841,Newbery Park Primary School,Millicent,SA,5280,Government,Primary,School Single Entity,Individual Reporting,http://www.newberypkps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,951,23,51,29,15,5,7,6.4,12,7,108,47,61,108,6,5
2019,49544,17442,East Torrens Primary School,Hectorville,SA,5073,Government,Primary,School Single Entity,Individual Reporting,http://www.etorrensps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,1063,74,14,18,33,35,34,28.9,26,17.2,339,166,173,339,4,72
2019,49545,6989,Hawthorndene Primary School,Hawthorndene,SA,5051,Government,Primary,School Single Entity,Individual Reporting,http://www.hthdeneps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1122,90,4,12,31,53,24,21.5,15,8.5,402,204,198,402,1,7
2019,49546,27670,Paradise Primary School,Paradise,SA,5075,Government,Primary,School Single Entity,Individual Reporting,http://www.paradiser7.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1009,50,31,29,23,18,9,7,7,5,104,53,51,104,6,40
2019,49547,6957,Springbank Secondary College,Pasadena,SA,5042,Government,Secondary,School Single Entity,Individual Reporting,http://www.pasadenahs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, 8-12",Major Cities,978,35,40,29,21,10,24,21.9,15,12.3,149,53,96,144,8,21
2019,49548,6069,Craigmore High School,Blakeview,SA,5114,Government,Secondary,School Single Entity,Individual Reporting,http://www.craigmorehs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, 8-12",Major Cities,931,16,60,28,10,2,77,72.3,41,35,1002,485,517,995.5,8,12
2019,49549,7431,Airdale Primary School,Port Pirie,SA,5540,Government,Primary,School Single Entity,Individual Reporting,http://www.airdaleps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,840,4,78,19,3,0,18,16.2,14,10.5,148,70,78,148,32,9
2019,49550,7503,Carlton School,Port Augusta,SA,5700,Government,Combined,School Single Entity,Individual Reporting,http://www.carltonschool.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-9,Outer Regional,,,,,,,9,8.2,19,14.1,88,41,47,88,92,67
2019,49551,7031,Dernancourt School R-7,Dernancourt,SA,5075,Government,Primary,School Single Entity,Individual Reporting,http://www.dernancts.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,1036,63,20,28,30,23,25,21.2,19,13.5,365,163,202,365,4,32
2019,49552,27668,Brahma Lodge Primary School,Brahma Lodge,SA,5109,Government,Primary,School Single Entity,Individual Reporting,http://www.brahmar7.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,928,15,60,23,12,5,21,18,15,11.5,238,111,127,238,12,38
2019,49553,6982,Seaview Downs Primary School,Seaview Downs,SA,5049,Government,Primary,School Single Entity,Individual Reporting,http://www.seaviewdps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1037,64,20,30,32,18,17,14.9,9,5.6,262,144,118,262,0,11
2019,49554,17445,Mawson Lakes School,Mawson Lakes,SA,5095,Government,Primary,School Single Entity,Individual Reporting,http://www.mawsonlakes.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1060,73,13,24,34,28,43,38.8,24,14.9,747,381,366,747,1,54
2019,49555,29462,Augusta Park Primary School,Port Augusta,SA,5700,Government,Primary,School Single Entity,Individual Reporting,http://www.apps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Outer Regional,803,2,77,18,5,1,25,23.4,23,17.7,213,95,118,213,58,53
2019,49556,5833,Marion Primary School,Marion,SA,5043,Government,Primary,School Single Entity,Individual Reporting,https://www.marionps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1005,48,30,25,27,19,14,11.7,10,7.1,204,97,107,204,10,26
2019,49557,7048,Wandana Primary School,Gilles Plains,SA,5086,Government,Primary,School Single Entity,Individual Reporting,http://www.wandanac7.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,913,11,55,22,15,8,16,13.6,15,10.1,142,69,73,142,29,68
2019,49558,6937,Kidman Park Primary School,Kidman Park,SA,5025,Government,Primary,School Single Entity,Individual Reporting,http://www.kidmanpkps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,1057,72,14,25,35,26,30,27.4,28,18,471,219,252,468.6,2,36
2019,49559,16481,Adelaide East Education Centre,Campbelltown,SA,5074,Government,Special,School Single Entity,Individual Reporting,http://www.adelaideeastec.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,U,Major Cities,1020,,31,28,24,17,15,13.3,21,14.6,54,14,40,54,0,9
2019,49560,6115,Yalata Anangu School,Yalata,SA,5690,Government,Combined,School Single Entity,Individual Reporting,http://www.yalataab.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Very Remote,,,,,,,13,12.1,18,10,71,32,39,71,100,94
2019,49561,7515,Amata Anangu School,Amata,SA,5710,Government,Combined,School Single Entity,Individual Reporting,http://www.amata.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Very Remote,,,,,,,13,13,13,5.5,91,41,50,91,65,85
2019,49562,6113,Koonibba Aboriginal School,Koonibba,SA,5690,Government,Primary,School Single Entity,Individual Reporting,http://www.koonibbaab.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Very Remote,623,0,97,1,1,0,6,5.6,7,4.5,27,14,13,27,96,70
2019,49563,6935,West Beach Primary School,West Beach,SA,5024,Government,Primary,School Single Entity,Individual Reporting,http://www.wbeachps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,1085,81,9,19,34,38,21,17.5,13,8.3,339,161,178,338.5,1,29
2019,49564,7160,Gawler East Primary School,Gawler East,SA,5118,Government,Primary,School Single Entity,Individual Reporting,http://www.gaweastps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,997,44,34,36,21,9,28,25.1,15,11,446,219,227,446,2,2
2019,49565,17464,Oak Valley Aboriginal School,Oak Valley,SA,5690,Government,Combined,School Single Entity,Individual Reporting,http://www.oakvalleyab.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Very Remote,,,,,,,4,4,0,0,7,4,3,7,100,100
2019,49566,7109,Salisbury East High School,Salisbury East,SA,5109,Government,Secondary,School Single Entity,Individual Reporting,http://www.sehs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, 8-12",Major Cities,963,28,47,33,15,5,59,56.6,32,23.5,740,374,366,740,5,24
2019,49567,6068,Christies Beach High School and Southern Vocational College,Christie Downs,SA,5164,Government,Secondary,School Single Entity,Individual Reporting,http://www.cbhs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, 8-12",Major Cities,919,13,61,26,10,3,62,59.1,53,44,789,401,388,776.1,16,3
2019,49568,16490,SA School for Vision Impaired,Park Holme,SA,5043,Government,Special,School Single Entity,Individual Reporting,http://www.sasvi.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,U,Major Cities,993,,42,19,35,5,27,22.3,18,14.1,26,9,17,21,0,12
2019,49569,7061,Banksia Park School R-7,Banksia Park,SA,5091,Government,Primary,School Single Entity,Individual Reporting,http://www.banksiar7.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1010,50,26,38,25,12,20,16.4,12,6.4,278,130,148,277.2,3,5
2019,49574,30040,Charles Campbell College,Paradise,SA,5075,Government,Combined,School Single Entity,Individual Reporting,http://www.ccc.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Major Cities,1013,52,25,35,28,12,90,81.7,32,25.5,1222,561,661,1219.8,3,20
2019,49575,6109,Ernabella Anangu School,Ghan,SA,0872,Government,Combined,School Single Entity,Individual Reporting,http://www.ernabella.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Very Remote,,,,,,,18,17.1,18,13.3,161,78,83,161,98,81
2019,49576,7149,South Downs Primary School,Elizabeth Downs,SA,5113,Government,Primary,School Single Entity,Individual Reporting,http://sthdownsps.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,921,13,60,26,10,4,14,12,18,10.6,128,55,73,128,16,13
2019,49577,7027,East Marden Primary School,Campbelltown,SA,5074,Government,Primary,School Single Entity,Individual Reporting,http://www.eastmardps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1101,86,5,15,32,48,47,38.8,17,13.7,695,330,365,695,3,57
2019,49578,7196,Reynella South Primary School,Reynella,SA,5161,Government,Primary,School Single Entity,Individual Reporting,http://www.reynellasps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,970,31,47,32,15,6,13,11.8,11,6.7,178,77,101,178,3,12
2019,49579,7079,Para Hills West Primary School,Para Hills West,SA,5096,Government,Primary,School Single Entity,Individual Reporting,http://www.parahilwps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,963,28,48,28,20,5,16,13.3,19,11.9,229,114,115,229,2,40
2019,49580,7058,Modbury South Primary School,Hope Valley,SA,5090,Government,Primary,School Single Entity,Individual Reporting,http://www.modsthps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,1008,49,29,30,28,13,15,14,18,12.2,191,86,105,191,3,36
2019,49581,7071,Para Vista Primary School,Para Vista,SA,5093,Government,Primary,School Single Entity,Individual Reporting,http://www.paravistacpc7.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,965,29,43,33,18,6,20,17.3,10,7,223,116,107,223,8,33
2019,49582,7083,Ridgehaven Primary School,Ridgehaven,SA,5097,Government,Primary,School Single Entity,Individual Reporting,http://www.ridgehaven.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1006,49,27,35,25,12,17,14.7,11,6.9,260,128,132,260,5,5
2019,49583,14708,Hallett Cove East Primary School,Hallett Cove,SA,5158,Government,Primary,School Single Entity,Individual Reporting,http://www.halcoveeps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1052,70,12,31,36,21,25,20.8,10,7.6,413,207,206,413,1,12
2019,49584,7184,Hallett Cove South Primary School,Hallett Cove,SA,5158,Government,Primary,School Single Entity,Individual Reporting,http://www.hcsps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,1021,55,23,30,28,19,14,10.3,14,9.8,116,59,57,116,6,14
2019,49585,16488,Woodend Primary School,Sheidow Park,SA,5158,Government,Primary,School Single Entity,Individual Reporting,http://www.woodendps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1052,70,12,30,35,24,44,38,16,10.1,648,333,315,648,1,5
2019,49587,7205,Pimpala Primary School,Morphett Vale,SA,5162,Government,Primary,School Single Entity,Individual Reporting,http://www.pimpalaps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,988,40,33,40,22,6,28,24.4,18,14.3,411,205,206,411,5,8
2019,49588,7220,O'Sullivan Beach Primary School,O'Sullivan Beach,SA,5166,Government,Primary,School Single Entity,Individual Reporting,http://www.osbs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,904,9,63,25,10,1,11,9.9,18,12.5,141,63,78,141,21,4
2019,49590,7209,Hackham East Primary School,Hackham,SA,5163,Government,Primary,School Single Entity,Individual Reporting,http://www.hackhame.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,939,19,56,31,12,2,24,20.4,25,17.9,309,146,163,309,12,4
2019,49591,7210,Huntfield Heights Primary School,Huntfield Heights,SA,5163,Government,Primary,School Single Entity,Individual Reporting,http://www.hhps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,885,7,72,20,7,1,9,6.4,12,9.2,97,42,55,97,21,6
2019,49592,15078,Noarlunga Downs Primary School,Noarlunga Downs,SA,5168,Government,Primary,School Single Entity,Individual Reporting,http://www.ndownsps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,936,17,51,30,16,3,11,9.4,14,11.1,125,58,67,125,18,5
2019,49593,14908,Moana Primary School,Seaford,SA,5169,Government,Primary,School Single Entity,Individual Reporting,http://www.moanaps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,998,45,30,38,24,8,31,26.6,20,15.5,489,239,250,489,4,5
2019,49594,7081,Redwood Park Primary School,Redwood Park,SA,5097,Government,Primary,School Single Entity,Individual Reporting,http://www.redwoodpkr7.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1018,54,22,41,26,11,24,21.8,13,8.8,391,172,219,391,2,5
2019,49595,7084,St Agnes Primary School,St Agnes,SA,5097,Government,Primary,School Single Entity,Individual Reporting,http://www.stagnesc7.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1027,59,17,36,33,15,18,16.1,7,4.9,260,123,137,260,5,8
2019,49596,7216,Lonsdale Heights Primary School,Christie Downs,SA,5164,Government,Primary,School Single Entity,Individual Reporting,http://www.lonsdalec7.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,931,16,54,30,13,3,12,10.8,12,6.9,115,49,66,115,16,3
2019,49597,6083,Paralowie School,Paralowie,SA,5108,Government,Combined,School Single Entity,Individual Reporting,http://www.paralowie.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Major Cities,924,14,59,27,11,2,102,97.9,64,48.4,1447,720,727,1445,11,30
2019,49598,7164,Surrey Downs R-7 School,Surrey Downs,SA,5126,Government,Primary,School Single Entity,Individual Reporting,http://www.surreydr7.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,1006,49,28,36,25,10,19,17.4,15,9,275,141,134,275,2,10
2019,49599,7163,Fairview Park Primary School,Fairview Park,SA,5126,Government,Primary,School Single Entity,Individual Reporting,http://www.fairviewc7.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1027,59,19,37,29,14,17,14.4,13,6.7,248,123,125,248,2,4
2019,49600,7059,Banksia Park International High School,Banksia Park,SA,5091,Government,Secondary,School Single Entity,Individual Reporting,http://www.bpihs.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,8-12,Major Cities,1014,52,25,37,27,11,66,61.3,24,18.5,876,432,444,875.2,2,5
2019,49601,16476,Miltaburra Area School,Wirrulla,SA,5661,Government,Combined,School Single Entity,Individual Reporting,http://www.miltaburraas.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Very Remote,998,45,23,41,29,7,10,7.5,6,3.9,54,21,33,54,0,0
2019,49602,7495,Karcultaby Area School,Karcultaby,SA,5654,Government,Combined,School Single Entity,Individual Reporting,http://www.karcultas.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Very Remote,1032,61,17,28,34,21,8,7.3,7,4.4,58,31,27,57.8,2,0
2019,49604,7480,Long Street Primary School,Whyalla Norrie,SA,5608,Government,Primary,School Single Entity,Individual Reporting,http://www.longstps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Outer Regional,895,8,69,24,6,1,18,17.2,18,13,269,141,128,269,17,3
2019,49605,7074,East Para Primary School,Para Hills,SA,5096,Government,Primary,School Single Entity,Individual Reporting,http://www.epps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,983,37,39,36,19,6,24,22,21,15.1,382,182,200,381.6,5,10
2019,49606,7093,Karrendi Primary School,Parafield Gardens,SA,5107,Government,Primary,School Single Entity,Individual Reporting,http://www.karrendips.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,938,18,52,27,15,5,16,13,14,9.6,220,108,112,220,12,43
2019,49607,6983,Bellevue Heights Primary School,Bellevue Heights,SA,5050,Government,Primary,School Single Entity,Individual Reporting,http://www.bellevueps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,1107,87,6,13,31,50,24,19.1,14,7.1,263,137,126,263,2,42
2019,49608,7094,Parafield Gardens High School,Parafield Gardens,SA,5107,Government,Secondary,School Single Entity,Individual Reporting,http://www.pghs.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,8-12,Major Cities,947,21,53,29,13,4,77,72.3,26,23.9,959,470,489,955.7,6,41
2019,49609,7111,Salisbury Park Primary School,Salisbury Park,SA,5109,Government,Primary,School Single Entity,Individual Reporting,http://www.salsparkps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,976,34,38,36,19,6,20,17.2,18,12,251,119,132,251,5,15
2019,49610,7199,Flaxmill School P-7,Morphett Vale,SA,5162,Government,Primary,School Single Entity,Individual Reporting,http://www.flaxmillps.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,957,26,45,37,15,3,30,24.4,20,14.5,370,191,179,370,9,13
2019,49611,7034,Thorndon Park Primary School,Athelstone,SA,5076,Government,Primary,School Single Entity,Individual Reporting,http://www.thornpkps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1049,69,14,32,30,24,20,17.4,9,6.5,320,164,156,320,1,25
2019,49612,16478,Lincoln Gardens Primary School,Port Lincoln,SA,5606,Government,Primary,School Single Entity,Individual Reporting,http://www.gardens.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Remote,727,1,91,8,1,0,9,7.8,14,9.8,73,31,42,73,71,0
2019,49614,7088,Ingle Farm Primary School,Ingle Farm,SA,5098,Government,Primary,School Single Entity,Individual Reporting,http://www.ifps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,948,22,50,24,19,7,43,39.4,30,20.5,472,214,258,472,8,70
2019,49615,22783,Braeview School R-7,Happy Valley,SA,5159,Government,Primary,School Single Entity,Individual Reporting,http://www.braeview.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,1025,58,20,34,30,15,31,27.3,25,17.3,459,201,258,459,2,4
2019,49616,6918,Fulham North Primary School,Henley Beach,SA,5022,Government,Primary,School Single Entity,Individual Reporting,http://www.fulnorthps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,1069,76,10,26,32,31,29,24.7,10,6.6,454,224,230,454,1,24
2019,49617,6101,Mannum Community College,Mannum,SA,5238,Government,Combined,School Single Entity,Individual Reporting,http://www.mcc.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Inner Regional,941,19,54,33,11,2,33,28.7,25,16.4,370,175,195,369.4,8,1
2019,49618,6106,Indulkana Anangu School,Indulkana,SA,0872,Government,Combined,School Single Entity,Individual Reporting,http://www.indulkana.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Very Remote,,,,,,,12,11.5,19,10.4,110,61,49,110,80,96
2019,49619,7110,Salisbury Heights Primary School,Salisbury Heights,SA,5109,Government,Primary,School Single Entity,Individual Reporting,http://www.shps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,989,40,31,40,23,5,27,24.4,18,10.9,434,211,223,434,6,9
2019,49620,7092,North Ingle School,Ingle Farm,SA,5098,Government,Primary,School Single Entity,Individual Reporting,http://www.northingle.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,986,39,32,40,20,8,14,11.3,12,5.9,164,81,83,164,7,18
2019,49621,7070,Valley View Secondary School,Para Vista,SA,5093,Government,Secondary,School Single Entity,Individual Reporting,http://www.valleyview.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,8-12,Major Cities,953,24,49,31,16,5,32,29,19,14,315,152,163,314.8,8,18
2019,49623,7201,Morphett Vale East School R-7,Morphett Vale,SA,5162,Government,Primary,School Single Entity,Individual Reporting,http://www.mveps.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-7",Major Cities,937,18,58,33,8,1,19,18,18,13.8,266,137,129,266,6,4
2019,49624,5385,Salisbury Downs Primary School,Salisbury Downs,SA,5108,Government,Primary,School Single Entity,Individual Reporting,http://www.sdps.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-7,Major Cities,931,16,59,26,10,4,23,21.2,20,14.2,368,182,186,368,9,35
2019,49625,6093,Stuart High School,Whyalla Stuart,SA,5608,Government,Secondary,School Single Entity,Individual Reporting,http://www.stuarths.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, 8-10",Outer Regional,892,7,66,23,8,3,17,15.4,15,12,154,78,76,154,23,1
2019,49626,6108,Fregon Anangu School,Fregon,SA,0872,Government,Combined,School Single Entity,Individual Reporting,http://www.fregon.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-12,Very Remote,,,,,,,9,8.6,8,4.4,55,24,31,55,73,93
